nro;ubigeo;region;provincia;distrito;centro_poblado;2g;3g;4g;5g;lat;lon
1759;902080046;HUANCAVELICA;ACOBAMBA;ROSARIO;YARCCABAMBA;;;SI;;-12.74703;-74.63197
1760;902080053;HUANCAVELICA;ACOBAMBA;ROSARIO;CHANQUIL;;;SI;;-12.76198;-74.65301
1761;902080054;HUANCAVELICA;ACOBAMBA;ROSARIO;TINCONA;;;SI;;-12.77054;-74.65708
1762;902080057;HUANCAVELICA;ACOBAMBA;ROSARIO;LECCLESPAMPA;;;SI;;-12.77171;-74.63957
1763;902080076;HUANCAVELICA;ACOBAMBA;ROSARIO;PICHIU MARCA;;;SI;;-12.76283;-74.65854
1764;902080077;HUANCAVELICA;ACOBAMBA;ROSARIO;CCESPICANCHA;;;SI;;-12.76419;-74.64886
1765;903010001;HUANCAVELICA;ANGARAES;LIRCAY;LIRCAY;;;SI;;-12.98306961;-74.71860015
1766;903010008;HUANCAVELICA;ANGARAES;LIRCAY;ATO;;SI;;;-12.97674;-74.71771
1767;813030025;CUSCO;URUBAMBA;HUAYLLABAMBA;VIRGEN DE LOURDES;;SI;;;-13.31342;-72.10249
1768;812100192;CUSCO;QUISPICANCHI;OCONGATE;CRUZ PATA;;SI;;;-13.66218;-71.37647
1769;812100194;CUSCO;QUISPICANCHI;OCONGATE;ANDRAYKI;;;SI;;-13.67105273;-71.32783198
1770;812100195;CUSCO;QUISPICANCHI;OCONGATE;WACA CANCHA;;;SI;;-13.68542;-71.31267
1771;812100200;CUSCO;QUISPICANCHI;OCONGATE;HUALLEBAMBA (HUAYLLAHUERTA);;SI;;;-13.6487;-71.37355
1772;812110001;CUSCO;QUISPICANCHI;OROPESA;OROPESA;;;SI;;-13.59450738;-71.76357256
1773;813040001;CUSCO;URUBAMBA;MACHUPICCHU;MACHUPICCHU;;;SI;;-13.15409083;-72.52537457
1774;813040003;CUSCO;URUBAMBA;MACHUPICCHU;CCOLLPANI GRANDE;;;SI;;-13.13231;-72.58582
1775;813040028;CUSCO;URUBAMBA;MACHUPICCHU;PROGRESO;;SI;;;-13.13561;-72.5843
1776;813040031;CUSCO;URUBAMBA;MACHUPICCHU;CAJONNIYOC;;;SI;;-13.14101;-72.58142
1777;813040039;CUSCO;URUBAMBA;MACHUPICCHU;CARRILLUCHAYOC;;;SI;;-13.137;-72.58356
1778;813050002;CUSCO;URUBAMBA;MARAS;PAUCARBAMBA;;;SI;;-13.28483;-72.18718
1779;813050004;CUSCO;URUBAMBA;MARAS;TARAPATA;;;SI;;-13.31272;-72.11411
1780;901190022;HUANCAVELICA;HUANCAVELICA;HUANDO;ACOBAMBILLA;;;SI;;-12.62497;-74.95288
1781;901190045;HUANCAVELICA;HUANCAVELICA;HUANDO;LOS ANGELES;;;SI;;-12.51272;-74.97083
1782;901190046;HUANCAVELICA;HUANCAVELICA;HUANDO;MOLLEPATA;;;SI;;-12.52276;-74.96264
1783;901190048;HUANCAVELICA;HUANCAVELICA;HUANDO;ECCARACC;;;SI;;-12.52667;-74.95819
1784;901190087;HUANCAVELICA;HUANCAVELICA;HUANDO;PILAS;;SI;;;-12.545;-74.95628
1785;901190088;HUANCAVELICA;HUANCAVELICA;HUANDO;PUMAS;;;SI;;-12.54772;-74.95655
1786;903040001;HUANCAVELICA;ANGARAES;CCOCHACCASA;CCOCHACCASA;;;SI;;-12.92761537;-74.77020087
1787;812110021;CUSCO;QUISPICANCHI;OROPESA;CHINICARA ALTA;;;SI;;-13.58373;-71.77808
1788;812110023;CUSCO;QUISPICANCHI;OROPESA;CHINICARA BAJA;;SI;;;-13.58871;-71.7715
1789;812110025;CUSCO;QUISPICANCHI;OROPESA;SIMPICUNA;;;SI;;-13.59806;-71.77803
1790;812110026;CUSCO;QUISPICANCHI;OROPESA;PARCUAYLLA;;;SI;;-13.59191;-71.77336
1791;812110027;CUSCO;QUISPICANCHI;OROPESA;TIPON;;;SI;;-13.59193;-71.78962
1792;812110033;CUSCO;QUISPICANCHI;OROPESA;MUTUY PUJRU;;SI;;;-13.594512;-71.74332
1793;812110034;CUSCO;QUISPICANCHI;OROPESA;CALBARIO MOCO;;;SI;;-13.58242;-71.78304
1794;812110035;CUSCO;QUISPICANCHI;OROPESA;ROSEDAL DE SAN JOSE;;SI;;;-13.596888;-71.777631
1795;812110036;CUSCO;QUISPICANCHI;OROPESA;CAMICANCHI;;;SI;;-13.59433;-71.78133
1796;812110039;CUSCO;QUISPICANCHI;OROPESA;LA FLORIDA;;SI;;;-13.5651;-71.81482
1797;812110044;CUSCO;QUISPICANCHI;OROPESA;CONGREGACION RELIGIOSA;;;SI;;-13.58393;-71.7862
1798;812120017;CUSCO;QUISPICANCHI;QUIQUIJANA;HUCHUYMAYO;;SI;;;-13.8204;-71.54655
1799;813050022;CUSCO;URUBAMBA;MARAS;COLLANAS;;SI;;;-13.35528;-72.12649
1800;813050027;CUSCO;URUBAMBA;MARAS;CAPULIYOC;;SI;;;-13.37355;-72.14246
1801;813050033;CUSCO;URUBAMBA;MARAS;COLLANAS ALTA Y BAJA;;;SI;;-13.38283;-72.11539
1802;813050036;CUSCO;URUBAMBA;MARAS;CRUZ PATA;;SI;;;-13.38688;-72.11633
1803;813050038;CUSCO;URUBAMBA;MARAS;AMANTOY;;;SI;;-13.35788;-72.11047
1804;901030012;HUANCAVELICA;HUANCAVELICA;ACORIA;UNION PARAISO (CARPAS);;;SI;;-12.53662;-74.90321
1805;901190108;HUANCAVELICA;HUANCAVELICA;HUANDO;CASA PATA;;;SI;;-12.62107811;-74.94903711
1806;902060001;HUANCAVELICA;ACOBAMBA;PAUCARA;PAUCARA;;;SI;;-12.72999978;-74.66609235
1807;901170001;HUANCAVELICA;HUANCAVELICA;YAULI;YAULI;;;SI;;-12.76980068;-74.85122581
1808;901170016;HUANCAVELICA;HUANCAVELICA;YAULI;NUEVA JERUSALEN CHACARILLA;SI;;;;-12.75142167;-74.85764167
1809;901170020;HUANCAVELICA;HUANCAVELICA;YAULI;TACSANA;;;SI;;-12.76848;-74.83503
1810;901170022;HUANCAVELICA;HUANCAVELICA;YAULI;VILLA HERMOSA;;;SI;;-12.76931;-74.86303
1811;901170028;HUANCAVELICA;HUANCAVELICA;YAULI;HUAYLLAPAMPA;;;SI;;-12.7881;-74.85853
1812;901190129;HUANCAVELICA;HUANCAVELICA;HUANDO;PALLCCAHUAYCCO;;;SI;;-12.56621286;-74.93361723
1813;901190130;HUANCAVELICA;HUANCAVELICA;HUANDO;PERCCA;;SI;;;-12.54994;-74.9511
1814;902010001;HUANCAVELICA;ACOBAMBA;ACOBAMBA;ACOBAMBA;;;SI;;-12.84274473;-74.56938324
1815;902010021;HUANCAVELICA;ACOBAMBA;ACOBAMBA;CCARABAMBA;;;SI;;-12.8247;-74.54171
1816;902060023;HUANCAVELICA;ACOBAMBA;PAUCARA;AGUILAR PATA;;;SI;;-12.70721431;-74.67515957
1817;902060034;HUANCAVELICA;ACOBAMBA;PAUCARA;CAMPAMENTO;;SI;;;-12.72002;-74.67096
1818;902060035;HUANCAVELICA;ACOBAMBA;PAUCARA;CUCHUCANCHA;;;SI;;-12.7174;-74.66053
1819;902060046;HUANCAVELICA;ACOBAMBA;PAUCARA;JATUNPAMPA;;SI;;;-12.72734;-74.67056
1820;902060047;HUANCAVELICA;ACOBAMBA;PAUCARA;LEGUAS;;SI;;;-12.73491;-74.65617
1821;902060051;HUANCAVELICA;ACOBAMBA;PAUCARA;CHACAPAMPA;;SI;;;-12.73852;-74.65795
1822;902060052;HUANCAVELICA;ACOBAMBA;PAUCARA;LIRPANCCA;;;SI;;-12.74388;-74.66246
1823;902060053;HUANCAVELICA;ACOBAMBA;PAUCARA;CCOCHAPATA;;SI;;;-12.74889;-74.67489
1824;902060061;HUANCAVELICA;ACOBAMBA;PAUCARA;HUASIPATA;;SI;;;-12.75489;-74.67731
1825;902060062;HUANCAVELICA;ACOBAMBA;PAUCARA;PAMPA PUQUIO;;SI;;;-12.75176;-74.69359
1826;902060063;HUANCAVELICA;ACOBAMBA;PAUCARA;CHACAPAMPA PAMPAPUQUIO;;;SI;;-12.75539;-74.69295
1827;902060064;HUANCAVELICA;ACOBAMBA;PAUCARA;LIBERTADORES CHOPCCA;;;SI;;-12.76371;-74.72449
1828;902060065;HUANCAVELICA;ACOBAMBA;PAUCARA;ANDABAMBILLA;;;SI;;-12.76245;-74.73895
1829;902060066;HUANCAVELICA;ACOBAMBA;PAUCARA;MEJORADA;;;SI;;-12.76242;-74.74552
1830;902060068;HUANCAVELICA;ACOBAMBA;PAUCARA;MINAPAMPA;;SI;;;-12.76937;-74.72213
1831;902060071;HUANCAVELICA;ACOBAMBA;PAUCARA;SOCCLLAPUQUIO;;;SI;;-12.76975;-74.7426
1832;903040011;HUANCAVELICA;ANGARAES;CCOCHACCASA;JATUMPATA;;;SI;;-12.91676;-74.80144
1833;903040017;HUANCAVELICA;ANGARAES;CCOCHACCASA;CAÑAY HUACCTA;;SI;;;-12.92166;-74.75446
1834;903040021;HUANCAVELICA;ANGARAES;CCOCHACCASA;TAMBOPATA;;;SI;;-12.94823;-74.81061
1835;903040022;HUANCAVELICA;ANGARAES;CCOCHACCASA;ÑAHUINMOCCO;;SI;;;-12.93712;-74.80664
1836;903040023;HUANCAVELICA;ANGARAES;CCOCHACCASA;KULLUPATA;;;SI;;-12.94756;-74.80795
1837;904010001;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;CASTROVIRREYNA;;;SI;;-13.28331402;-75.31911771
1838;812120086;CUSCO;QUISPICANCHI;QUIQUIJANA;CHAPUPATA;SI;;;;-13.84158333;-71.496265
1839;813010001;CUSCO;URUBAMBA;URUBAMBA;URUBAMBA;;;SI;;-13.30594016;-72.11601738
1840;813010012;CUSCO;URUBAMBA;URUBAMBA;RINCONADA;;SI;;;-13.27325;-72.19046
1841;813010013;CUSCO;URUBAMBA;URUBAMBA;MIKAY;;SI;;;-13.27266;-72.1868
1842;813010015;CUSCO;URUBAMBA;URUBAMBA;SAN ISIDRO DE CHICON;;SI;;;-13.28129;-72.10566
1843;813010019;CUSCO;URUBAMBA;URUBAMBA;MEDIA LUNA CHICO;;SI;;;-13.28258;-72.15768
1844;813010020;CUSCO;URUBAMBA;URUBAMBA;MEDIA LUNA;;SI;;;-13.28414;-72.15476
1845;813010023;CUSCO;URUBAMBA;URUBAMBA;TARABAMBA;;SI;;;-13.28687;-72.15403
1846;812100006;CUSCO;QUISPICANCHI;OCONGATE;CHACACHIMPA;;SI;;;-13.62409;-71.39366
1847;812100007;CUSCO;QUISPICANCHI;OCONGATE;MAYOTINCO;;;SI;;-13.63604;-71.38683
1848;812100008;CUSCO;QUISPICANCHI;OCONGATE;HUECCOUNO;;;SI;;-13.63862;-71.38037
1849;812100011;CUSCO;QUISPICANCHI;OCONGATE;CHECASPAMPA;;;SI;;-13.65683;-71.31177
1850;812100014;CUSCO;QUISPICANCHI;OCONGATE;PUYCABAMBA;;;SI;;-13.66327;-71.34648
1851;812100017;CUSCO;QUISPICANCHI;OCONGATE;TINQUI;;;SI;;-13.66703583;-71.32094479
1852;812100020;CUSCO;QUISPICANCHI;OCONGATE;CHINPAYANAMA;;SI;;;-13.66382;-71.36927
1853;812100022;CUSCO;QUISPICANCHI;OCONGATE;CCOÑAMURO;;;SI;;-13.67406;-71.32165
1854;813060086;CUSCO;URUBAMBA;OLLANTAYTAMBO;BANDOLISTA;;SI;;;-13.24908;-72.26129
1855;813070006;CUSCO;URUBAMBA;YUCAY;HUACHAC;;SI;;;-13.31323;-72.09909
1856;901030069;HUANCAVELICA;HUANCAVELICA;ACORIA;PUCACANCHA (UNION PROGRESO PUCACANCHA);SI;;;;-12.65268833;-74.88615
1857;901030073;HUANCAVELICA;HUANCAVELICA;ACORIA;HUANASPAMPA;;;SI;;-12.6692;-74.88469
1858;901030076;HUANCAVELICA;HUANCAVELICA;ACORIA;28 DE JULIO;;;SI;;-12.67405;-74.88296
1859;901030081;HUANCAVELICA;HUANCAVELICA;ACORIA;SAN JUAN DE PATAPUQUIO;SI;;;;-12.67806833;-74.90052333
1860;901030088;HUANCAVELICA;HUANCAVELICA;ACORIA;VILLA ESPERANZA;;;SI;;-12.6641;-74.89469
1861;901030109;HUANCAVELICA;HUANCAVELICA;ACORIA;HUALLAYOCC;;;SI;;-12.6262;-74.92717
1862;902060076;HUANCAVELICA;ACOBAMBA;PAUCARA;CHACMACCASA;;SI;;;-12.77684838;-74.73073439
1863;902060078;HUANCAVELICA;ACOBAMBA;PAUCARA;RAYANNIYOCC PAMPA;;;SI;;-12.77416;-74.71085
1864;901170071;HUANCAVELICA;HUANCAVELICA;YAULI;CCESCCEHUAYCCO;;;SI;;-12.76715;-74.84775
1865;901170116;HUANCAVELICA;HUANCAVELICA;YAULI;CHUÑUNA PAMPA;;;SI;;-12.76641;-74.74123
1866;901170117;HUANCAVELICA;HUANCAVELICA;YAULI;SOTOPAMPA CHOPCCA;;SI;;;-12.78294197;-74.74219624
1867;901170118;HUANCAVELICA;HUANCAVELICA;YAULI;LIMAPAMPA;;SI;;;-12.8124609;-74.73084273
1868;901170120;HUANCAVELICA;HUANCAVELICA;YAULI;CHOPCCAPAMPA A;;;SI;;-12.79842704;-74.70329766
1869;901180001;HUANCAVELICA;HUANCAVELICA;ASCENSION;ASCENSION;;;SI;;-12.78374099;-74.97827018
1870;902010047;HUANCAVELICA;ACOBAMBA;ACOBAMBA;SACHAORCCO;;;SI;;-12.82103;-74.55118
1871;902010063;HUANCAVELICA;ACOBAMBA;ACOBAMBA;RODEO PAMPA;;;SI;;-12.81738;-74.54601
1872;902010067;HUANCAVELICA;ACOBAMBA;ACOBAMBA;UCHUNCCAY;;;SI;;-12.81966;-74.54473
1873;902010068;HUANCAVELICA;ACOBAMBA;ACOBAMBA;PERESPAMPA;;;SI;;-12.82393;-74.55395
1874;902010069;HUANCAVELICA;ACOBAMBA;ACOBAMBA;CCOCHAPAMPA;;;SI;;-12.81358;-74.55642
1875;902010070;HUANCAVELICA;ACOBAMBA;ACOBAMBA;MAMACCOCHA;;;SI;;-12.81784333;-74.56128833
1876;902020017;HUANCAVELICA;ACOBAMBA;ANDABAMBA;LLACTA PATA;;;SI;;-12.67499;-74.64027
1877;902020020;HUANCAVELICA;ACOBAMBA;ANDABAMBA;DOS DE MAYO;;SI;;;-12.67762;-74.64668
1878;902060082;HUANCAVELICA;ACOBAMBA;PAUCARA;ANTACCASA;;;SI;;-12.79397;-74.69799
1879;902060083;HUANCAVELICA;ACOBAMBA;PAUCARA;PUTACCA PAMPA;;;SI;;-12.78173;-74.72859
1880;902060087;HUANCAVELICA;ACOBAMBA;PAUCARA;SALTA PAMPA;;;SI;;-12.78556;-74.7061
1881;902060089;HUANCAVELICA;ACOBAMBA;PAUCARA;CHOPCCAPAMPA B;;SI;;;-12.79943276;-74.72434782
1882;902060092;HUANCAVELICA;ACOBAMBA;PAUCARA;AÑAYLLA;;;SI;;-12.79207;-74.73347
1883;902060093;HUANCAVELICA;ACOBAMBA;PAUCARA;LLULLUCHA CCOCHA;;;SI;;-12.79021262;-74.74387169
1884;902060094;HUANCAVELICA;ACOBAMBA;PAUCARA;RANRACUCHO;;;SI;;-12.79295;-74.73753
1885;902060098;HUANCAVELICA;ACOBAMBA;PAUCARA;CAPILLAPATA;;SI;;;-12.80486941;-74.72987208
1886;902060099;HUANCAVELICA;ACOBAMBA;PAUCARA;CALLPANA;;SI;;;-12.79326183;-74.71331826
1887;902060101;HUANCAVELICA;ACOBAMBA;PAUCARA;CHACHASCULLO;;;SI;;-12.78671329;-74.7413666
1888;902060119;HUANCAVELICA;ACOBAMBA;PAUCARA;LA FLORIDA (TITIMINA);;SI;;;-12.73591;-74.67691
1889;902080002;HUANCAVELICA;ACOBAMBA;ROSARIO;YARCCACCASA;;SI;;;-12.71907;-74.65117
1890;902080004;HUANCAVELICA;ACOBAMBA;ROSARIO;ICHUPAMPA;;SI;;;-12.72617;-74.65033
1891;813010024;CUSCO;URUBAMBA;URUBAMBA;AHUANMARCA;;SI;;;-13.28876;-72.12745
1892;813010025;CUSCO;URUBAMBA;URUBAMBA;AYLLUPAMPA;;SI;;;-13.29055;-72.14505
1893;813010026;CUSCO;URUBAMBA;URUBAMBA;RUMICHACA ALTA;;SI;;;-13.29141;-72.13786
1894;813010028;CUSCO;URUBAMBA;URUBAMBA;CHACJHUAR;;;SI;;-13.29229;-72.12608
1895;813010030;CUSCO;URUBAMBA;URUBAMBA;PALCCARAQUI;;;SI;;-13.30542;-72.13606
1896;813010031;CUSCO;URUBAMBA;URUBAMBA;RUMICHACA BAJA;;SI;;;-13.29665;-72.13869
1897;813010034;CUSCO;URUBAMBA;URUBAMBA;COOTO ORCCO;;;SI;;-13.30062;-72.13562
1898;813010036;CUSCO;URUBAMBA;URUBAMBA;SAN RAFAEL;;;SI;;-13.303905;-72.10828
1899;813010038;CUSCO;URUBAMBA;URUBAMBA;CHICHUBAMBA;;;SI;;-13.30383;-72.10505
1900;904010091;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;JATUN RUMI;;;SI;;-13.2777;-75.31866
1901;813010039;CUSCO;URUBAMBA;URUBAMBA;PAMPACCOCHA;;;SI;;-13.30751;-72.12343
1902;813010042;CUSCO;URUBAMBA;URUBAMBA;VILLA MARCELO;;SI;;;-13.28509;-72.19135
1903;813010044;CUSCO;URUBAMBA;URUBAMBA;BUENAVISTA;;;SI;;-13.29997;-72.10577
1904;813010045;CUSCO;URUBAMBA;URUBAMBA;HUINCHO;;SI;;;-13.30296;-72.13046
1905;813020003;CUSCO;URUBAMBA;CHINCHERO;QUERAPATA;;SI;;;-13.39476;-72.06363
1906;813020009;CUSCO;URUBAMBA;CHINCHERO;CHAQQUELCCOCHA;;;SI;;-13.40097;-72.06059
1907;813020019;CUSCO;URUBAMBA;CHINCHERO;HUITAPUCYO;;;SI;;-13.40815;-72.03955
1908;813020022;CUSCO;URUBAMBA;CHINCHERO;HUILA HUILA;;;SI;;-13.42005;-72.05864
1909;813030007;CUSCO;URUBAMBA;HUAYLLABAMBA;HUANDAR;;SI;;;-13.30923;-72.01552
1910;813030019;CUSCO;URUBAMBA;HUAYLLABAMBA;HUAYNACCOLCA;;;SI;;-13.37095;-72.09126
1911;813030022;CUSCO;URUBAMBA;HUAYLLABAMBA;CHIMPARACCHI;;;SI;;-13.37866;-72.09163
1912;813070007;CUSCO;URUBAMBA;YUCAY;PARACCAYPATA;;SI;;;-13.314627;-72.08185
1913;813070008;CUSCO;URUBAMBA;YUCAY;QUISHUARPATA;;SI;;;-13.31478;-72.07841
1914;813070009;CUSCO;URUBAMBA;YUCAY;TICLLABAMBA;;SI;;;-13.317365;-72.07824
1915;813070011;CUSCO;URUBAMBA;YUCAY;PUMAMARCA;;;SI;;-13.3206;-72.07955
1916;813070012;CUSCO;URUBAMBA;YUCAY;CARMELINA;;SI;;;-13.32111;-72.07403
1917;813070013;CUSCO;URUBAMBA;YUCAY;APOQUENCHA;;;SI;;-13.32424;-72.0747
1918;901030139;HUANCAVELICA;HUANCAVELICA;ACORIA;TOTORAPAMPA;;SI;;;-12.6444;-74.88415
1919;901030140;HUANCAVELICA;HUANCAVELICA;ACORIA;TANCARPATA;;SI;;;-12.64827;-74.88306
1920;812100073;CUSCO;QUISPICANCHI;OCONGATE;TINQUIPATA;;;SI;;-13.66541;-71.31324
1921;812100080;CUSCO;QUISPICANCHI;OCONGATE;CHACAPATA;;;SI;;-13.66857;-71.32334
1922;812100085;CUSCO;QUISPICANCHI;OCONGATE;IGLESIA PAMPA;;;SI;;-13.67177;-71.31279
1923;812100090;CUSCO;QUISPICANCHI;OCONGATE;ROSASPATA;;;SI;;-13.67606667;-71.29808333
1924;812100091;CUSCO;QUISPICANCHI;OCONGATE;HUALLAPAMPA;;;SI;;-13.67325836;-71.31769623
1925;812100093;CUSCO;QUISPICANCHI;OCONGATE;ICHUYUC RUMI;;;SI;;-13.67373;-71.33824
1926;812100096;CUSCO;QUISPICANCHI;OCONGATE;CCASCCARUMI;;;SI;;-13.67227;-71.32837
1927;812100099;CUSCO;QUISPICANCHI;OCONGATE;MARGEN DERECHA;;;SI;;-13.68226667;-71.30527667
1928;1001030171;HUANUCO;HUANUCO;CHINCHAO;MAGRISH;;;SI;;-9.8106972;-76.09867
1929;1001040038;HUANUCO;HUANUCO;CHURUBAMBA;HUARAPA;;SI;;;-9.770735;-76.20690333
1930;1001040051;HUANUCO;HUANUCO;CHURUBAMBA;COCHABAMBA;;;SI;;-9.78738;-76.15903
1931;1001040055;HUANUCO;HUANUCO;CHURUBAMBA;VINCHOS;;;SI;;-9.78857;-76.14109
1932;1001040058;HUANUCO;HUANUCO;CHURUBAMBA;YANAMACHAY;;;SI;;-9.80086;-76.19969
1933;1001040059;HUANUCO;HUANUCO;CHURUBAMBA;PAGARISSHA;;;SI;;-9.806598333;-76.19427
1934;1001040061;HUANUCO;HUANUCO;CHURUBAMBA;TEMBLADERA;;;SI;;-9.78808;-76.15357
1935;1001040063;HUANUCO;HUANUCO;CHURUBAMBA;LUCMAYOC;;;SI;;-9.78709;-76.13781
1936;1001020028;HUANUCO;HUANUCO;AMARILIS;PALTAYNIOG;;;SI;;-9.978815;-76.187625
1937;1001020036;HUANUCO;HUANUCO;AMARILIS;MATIBAMBA;;;SI;;-10.00978;-76.23068
1938;1001020039;HUANUCO;HUANUCO;AMARILIS;LA PEDROSA;;;SI;;-9.89954;-76.21205
1939;1001020040;HUANUCO;HUANUCO;AMARILIS;CHAMANUCRO;;SI;;;-9.91295;-76.19269
1940;1001020041;HUANUCO;HUANUCO;AMARILIS;LA NUEVA FLORIDA;;SI;;;-9.91235;-76.19764
1941;1001020076;HUANUCO;HUANUCO;AMARILIS;TALLAMONTE;;;SI;;-9.95159;-76.20306
1942;1001030004;HUANUCO;HUANUCO;CHINCHAO;ESIPEDICION;;SI;;;-9.50686;-75.97318
1943;905010001;HUANCAVELICA;CHURCAMPA;CHURCAMPA;CHURCAMPA;;;SI;;-12.74064323;-74.38554088
1944;905010035;HUANCAVELICA;CHURCAMPA;CHURCAMPA;INGENIO;;;SI;;-12.71354;-74.40158
1945;905010037;HUANCAVELICA;CHURCAMPA;CHURCAMPA;HUANCASCUCHO;;;SI;;-12.71624;-74.40056
1946;905010039;HUANCAVELICA;CHURCAMPA;CHURCAMPA;CCOTCCOY;;;SI;;-12.72111551;-74.39599003
1947;905010040;HUANCAVELICA;CHURCAMPA;CHURCAMPA;HUECCO;;;SI;;-12.72376;-74.39908
1948;905010042;HUANCAVELICA;CHURCAMPA;CHURCAMPA;MIRABAMBA;;;SI;;-12.72471;-74.39658
1949;905010043;HUANCAVELICA;CHURCAMPA;CHURCAMPA;JARAGAMPATA (SIPASPUQUIO);;SI;;;-12.72798;-74.39555
1950;905010044;HUANCAVELICA;CHURCAMPA;CHURCAMPA;QUENUAPATA;;;SI;;-12.72319;-74.40168
1951;905010047;HUANCAVELICA;CHURCAMPA;CHURCAMPA;VISTA ALEGRE (HUACCRACCASA);;;SI;;-12.7309;-74.39173
1952;905010048;HUANCAVELICA;CHURCAMPA;CHURCAMPA;HUACCRA PUQUIO;;;SI;;-12.73202;-74.3923
1953;905010049;HUANCAVELICA;CHURCAMPA;CHURCAMPA;UCRUTO;;;SI;;-12.73388;-74.39193
1954;905010050;HUANCAVELICA;CHURCAMPA;CHURCAMPA;CCAHUCC;;;SI;;-12.7366;-74.39238
1955;907010001;HUANCAVELICA;TAYACAJA;PAMPAS;PAMPAS;;;SI;;-12.39878012;-74.86842811
1956;907010011;HUANCAVELICA;TAYACAJA;PAMPAS;VIÑAS;;SI;;;-12.41455;-74.86222
1957;1007040009;HUANUCO;MARAÑON;LA MORADA;SECTOR PLAYA;;;SI;;-8.803089977;-76.26056999
1958;907020006;HUANCAVELICA;TAYACAJA;ACOSTAMBO;SANTA CRUZ;;SI;;;-12.37593;-75.04211
1959;907020008;HUANCAVELICA;TAYACAJA;ACOSTAMBO;UNION LA LIBERTAD;;;SI;;-12.37813;-75.00115
1960;907020009;HUANCAVELICA;TAYACAJA;ACOSTAMBO;LIULE;;;SI;;-12.38369;-75.00405
1961;907020010;HUANCAVELICA;TAYACAJA;ACOSTAMBO;LAUZA CHICO;;;SI;;-12.38483;-74.98404
1962;1001070040;HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;HUARANHUCRO;;SI;;;-9.98082;-76.28761
1963;1001030101;HUANUCO;HUANUCO;CHINCHAO;CAPILLAYOJ;;;SI;;-9.76983;-76.08018
1964;1001030125;HUANUCO;HUANUCO;CHINCHAO;CHUNACAN;;SI;;;-9.7945762;-76.08055
1965;1001030133;HUANUCO;HUANUCO;CHINCHAO;SAN CRISTOBAL DE PUCUMARCA;;;SI;;-9.80186;-76.08762
1966;1001030139;HUANUCO;HUANUCO;CHINCHAO;TUNGRA;;;SI;;-9.82147;-76.10639
1967;905080002;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;MONTERRICO;;;SI;;-12.76925;-74.40823
1968;907060001;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;MARISCAL CACERES;;;SI;;-12.39009473;-74.8583797
1969;907060023;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;SANTA MARIA;;SI;;;-12.3739;-74.85886
1970;1001010001;HUANUCO;HUANUCO;HUANUCO;HUANUCO;;;SI;;-9.930077562;-76.23985492
1971;907030004;HUANCAVELICA;TAYACAJA;ACRAQUIA;SAN JUAN DE HUANCAMACHAY;;;SI;;-12.37844;-74.98757
1972;907030017;HUANCAVELICA;TAYACAJA;ACRAQUIA;PAMURI;;SI;;;-12.39443;-74.91162
1973;907030018;HUANCAVELICA;TAYACAJA;ACRAQUIA;SANTA ROSA;;SI;;;-12.40167;-74.91587
1974;907040011;HUANCAVELICA;TAYACAJA;AHUAYCHA;YARCCACANCHA;;SI;;;-12.39366;-74.88723
1975;907040012;HUANCAVELICA;TAYACAJA;AHUAYCHA;PURHUAY;;SI;;;-12.40366;-74.88281
1976;907040019;HUANCAVELICA;TAYACAJA;AHUAYCHA;PUTACCA;;SI;;;-12.50099;-74.92771
1977;907040021;HUANCAVELICA;TAYACAJA;AHUAYCHA;PUCRUTU;;SI;;;-12.50978;-74.94345
1978;907040022;HUANCAVELICA;TAYACAJA;AHUAYCHA;PARCO CHICO;;SI;;;-12.51237;-74.9431
1979;907040023;HUANCAVELICA;TAYACAJA;AHUAYCHA;CONOCC;;;SI;;-12.50993;-74.92336
1980;1001040099;HUANUCO;HUANUCO;CHURUBAMBA;VINCHOSPAMPA;;SI;;;-9.79259;-76.13442
1981;1001040108;HUANUCO;HUANUCO;CHURUBAMBA;CANCHAN;;SI;;;-9.844791667;-76.09736
1982;1001040123;HUANUCO;HUANUCO;CHURUBAMBA;LLAMA PUNTA;SI;;;;-9.794184;-76.14241333
1983;1001120009;HUANUCO;HUANUCO;YACUS;SAN LORENZO DE LLAGLLA;;;SI;;-9.92488;-76.49477
1984;1001010012;HUANUCO;HUANUCO;HUANUCO;COLPA BAJA;;SI;;;-9.87943;-76.21212
1985;1001010014;HUANUCO;HUANUCO;HUANUCO;CHUNAPAMPA;;SI;;;-9.89041;-76.22642
1986;1001010015;HUANUCO;HUANUCO;HUANUCO;AYAJAMANA;;SI;;;-9.9006;-76.22962
1987;1001010038;HUANUCO;HUANUCO;HUANUCO;VISTA ALEGRE;;SI;;;-9.88214;-76.21918
1988;1001010039;HUANUCO;HUANUCO;HUANUCO;LA HACIENDA;;SI;;;-9.88203;-76.21765
1989;1001010040;HUANUCO;HUANUCO;HUANUCO;EL MONTE;;SI;;;-9.881753333;-76.20596
