,nro,ubigeo,region,provincia,distrito,centro_poblado,lat,lon,tecnologia
1978,1978,907040022,HUANCAVELICA,TAYACAJA,AHUAYCHA,PARCO CHICO,-12.51237,-74.9431,3g
1979,1979,907040023,HUANCAVELICA,TAYACAJA,AHUAYCHA,CONOCC,-12.50993,-74.92336,4g
1980,1980,1001040099,HUANUCO,HUANUCO,CHURUBAMBA,VINCHOSPAMPA,-9.79259,-76.13442,3g
1981,1981,1001040108,HUANUCO,HUANUCO,CHURUBAMBA,CANCHAN,-9.844791667,-76.09736,3g
1982,1982,1001040123,HUANUCO,HUANUCO,CHURUBAMBA,LLAMA PUNTA,-9.794184,-76.14241333,2g
1983,1983,1001120009,HUANUCO,HUANUCO,YACUS,SAN LORENZO DE LLAGLLA,-9.92488,-76.49477,4g
1984,1984,1001010012,HUANUCO,HUANUCO,HUANUCO,COLPA BAJA,-9.87943,-76.21212,3g
1985,1985,1001010014,HUANUCO,HUANUCO,HUANUCO,CHUNAPAMPA,-9.89041,-76.22642,3g
1986,1986,1001010015,HUANUCO,HUANUCO,HUANUCO,AYAJAMANA,-9.9006,-76.22962,3g
1987,1987,1001010038,HUANUCO,HUANUCO,HUANUCO,VISTA ALEGRE,-9.88214,-76.21918,3g
1988,1988,1001010039,HUANUCO,HUANUCO,HUANUCO,LA HACIENDA,-9.88203,-76.21765,3g
1989,1989,1001010040,HUANUCO,HUANUCO,HUANUCO,EL MONTE,-9.881753333,-76.20596,3g
1990,1990,1001020004,HUANUCO,HUANUCO,AMARILIS,JANCAO,-9.9008,-76.22265,4g
1991,1991,1001020006,HUANUCO,HUANUCO,AMARILIS,CHALLHUACOCHA,-9.90534,-76.20194,4g
1992,1992,1001020009,HUANUCO,HUANUCO,AMARILIS,MATAMARCA,-9.91107,-76.20108,4g
1993,1993,1001070016,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,COYMA,-9.99541,-76.29334,4g
1994,1994,1001070017,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CHONOCOTO(CHONOGOTO),-9.98411,-76.29503,4g
1995,1995,1001070018,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,PULLAMPAMPA,-9.98607,-76.28663,4g
1996,1996,1001070019,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CUNYAG (CUNYAC),-9.98516,-76.29198,4g
1997,1997,1001070020,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,PACAY UCRO,-9.97664,-76.28089,4g
1998,1998,1001070021,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,SHAWINTOPAMPA,-9.97794,-76.27749,4g
1999,1999,1001070022,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,ACOBAMBILLA,-9.97698,-76.27579,4g
2000,2000,1001070023,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,SAN JOSE,-9.97484,-76.27462,4g
2001,2001,1001070024,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,YANARUMI,-9.973896666,-76.28098167,4g
2002,2002,1001070025,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,SAN CRISTOBAL DE HUAYLLABAMBA,-9.97963,-76.26291,3g
2003,2003,1001070027,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,GEGANA,-9.99152,-76.28719,4g
2004,2004,1001070028,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CARIAPAMPA,-9.9996,-76.29005,4g
2005,2005,906010001,HUANCAVELICA,HUAYTARA,HUAYTARA,HUAYTARA,-13.60464215,-75.35297081,4g
2006,2006,907060032,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,HUILTO,-12.38336,-74.86395,3g
2007,2007,907040024,HUANCAVELICA,TAYACAJA,AHUAYCHA,COLPA,-12.51065,-74.91248,4g
2008,2008,1002050028,HUANUCO,AMBO,HUACAR,INGENIO ALTO,-10.1679,-76.23264,4g
2009,2009,1002080019,HUANUCO,AMBO,TOMAY KICHWA,TOLLOCOTO,-10.06758,-76.2115,3g
2010,2010,1002080022,HUANUCO,AMBO,TOMAY KICHWA,MOLINORAGRA,-10.08572,-76.21329,3g
2011,2011,1002080038,HUANUCO,AMBO,TOMAY KICHWA,KICHKI,-10.06074667,-76.21548833,3g
2012,2012,1005010001,HUANUCO,HUAMALIES,LLATA,LLATA,-9.549725251,-76.81872248,4g
2013,2013,1005010027,HUANUCO,HUAMALIES,LLATA,RAGRANCA,-9.54678,-76.82406,4g
2014,2014,1005010028,HUANUCO,HUAMALIES,LLATA,CHUCLUS CRUZ,-9.54279,-76.82077,4g
2015,2015,1006030007,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,SAN AGUSTIN,-9.20567,-75.80168,3g
2016,2016,1006030010,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,SAN ISIDRO,-9.22026,-75.84308,3g
2017,2017,1006030013,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,SORTILEGIO,-9.19753,-75.86533,3g
2018,2018,1006030022,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,PUERTO ALEGRE,-9.22358,-75.79122,3g
2019,2019,1006040030,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,NUEVO PROGRESO,-8.90595,-76.09368,3g
2020,2020,1006040031,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,YACUSISA,-8.92136,-76.09136,3g
2021,2021,1006040035,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,NUEVO COPAL,-8.95746,-76.09745,3g
2022,2022,1001090078,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,PACHAMUÑA,-9.88117,-76.14674,3g
2023,2023,1008010067,HUANUCO,PACHITEA,PANAO,HUAMPAPUNA,-9.90966,-76.01085,4g
2024,2024,1010010001,HUANUCO,LAURICOCHA,JESUS,JESUS,-10.07810312,-76.63155193,4g
2025,2025,1003010001,HUANUCO,DOS DE MAYO,LA UNION,LA UNION,-9.828407563,-76.80122404,4g
2026,2026,1002050122,HUANUCO,AMBO,HUACAR,TRES CRUCES,-10.13581,-76.26858,4g
2027,2027,1002050190,HUANUCO,AMBO,HUACAR,LOMAS GRANDE,-10.13428833,-76.24496167,4g
2028,2028,1004010001,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,HUACAYBAMBA,-9.037863026,-76.95264895,4g
2029,2029,1001110006,HUANUCO,HUANUCO,PILLCO MARCA,ROSAVERO,-9.99505,-76.24578,4g
2030,2030,1001110007,HUANUCO,HUANUCO,PILLCO MARCA,ANDABAMBA,-10.00282,-76.23934,3g
2031,2031,1008020031,HUANUCO,PACHITEA,CHAGLLA,PASTO,-9.81792,-75.90018,4g
2032,2032,1008020035,HUANUCO,PACHITEA,CHAGLLA,CHINCHOPAMPA,-9.82435,-75.90259,4g
2033,2033,1005010136,HUANUCO,HUAMALIES,LLATA,TUPAC AMARU,-9.54521,-76.82234,4g
2034,2034,1005010137,HUANUCO,HUAMALIES,LLATA,CENTENARIO,-9.54552,-76.81982,4g
2035,2035,1001110035,HUANUCO,HUANUCO,PILLCO MARCA,LUCMAPATA,-9.99888,-76.2432,4g
2036,2036,1002010001,HUANUCO,AMBO,AMBO,AMBO,-10.12926691,-76.20446769,4g
2037,2037,1008040014,HUANUCO,PACHITEA,UMARI,ROGOTOYOC,-9.852411667,-76.05563833,4g
2038,2038,1008040016,HUANUCO,PACHITEA,UMARI,PANAOCOCHA,-9.85936,-76.02419,4g
2039,2039,1006010001,HUANUCO,LEONCIO PRADO,RUPA-RUPA,TINGO MARIA,-9.298317779,-76.00032117,3g
2040,2040,1006010029,HUANUCO,LEONCIO PRADO,RUPA-RUPA,VISTA ALEGRE,-9.294276475,-75.96537416,2g
2041,2041,1006010031,HUANUCO,LEONCIO PRADO,RUPA-RUPA,RIO BARRANCO,-9.264329977,-75.95826999,3g
2042,2042,1006010036,HUANUCO,LEONCIO PRADO,RUPA-RUPA,JOSE OLAYA,-9.2859101,-75.97293,3g
2043,2043,1006010037,HUANUCO,LEONCIO PRADO,RUPA-RUPA,JACINTILLO,-9.30732,-76.00968,3g
2044,2044,1006040120,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,SAN ISIDRO DE LANGUEMACK(AUCAYACU),-8.9282871,-76.12648,3g
2045,2045,1006050005,HUANUCO,LEONCIO PRADO,LUYANDO,POZO AZUL,-9.19292,-75.9732,3g
2046,2046,1006050008,HUANUCO,LEONCIO PRADO,LUYANDO,MARONA BAJA,-9.21738,-75.94443,3g
2047,2047,1006050015,HUANUCO,LEONCIO PRADO,LUYANDO,INKARI,-9.26213,-75.97726,3g
2048,2048,1006050016,HUANUCO,LEONCIO PRADO,LUYANDO,SAN FERNANDO,-9.232389977,-75.95884999,3g
2049,2049,1006050018,HUANUCO,LEONCIO PRADO,LUYANDO,SUPTE CHICO ZONA A,-9.26842,-75.98182,3g
2050,2050,1006050019,HUANUCO,LEONCIO PRADO,LUYANDO,SANTA MARTHA,-9.2416913,-75.98751,3g
2051,2051,1006050032,HUANUCO,LEONCIO PRADO,LUYANDO,SINAI,-9.18413285,-75.96950786,4g
2052,2052,1006050037,HUANUCO,LEONCIO PRADO,LUYANDO,BUENOS AIRES,-9.239749978,-75.96394999,3g
2053,2053,1006050039,HUANUCO,LEONCIO PRADO,LUYANDO,NUEVA ESPERANZA,-9.268175,-75.98942,3g
2054,2054,1006050049,HUANUCO,LEONCIO PRADO,LUYANDO,CURVA MARONA,-9.235595,-75.943215,3g
2055,2055,1006050051,HUANUCO,LEONCIO PRADO,LUYANDO,SUIVIRI,-9.2325234,-75.97093,3g
2056,2056,1006050053,HUANUCO,LEONCIO PRADO,LUYANDO,NUEVO AMANECER,-9.2375976,-75.9796,3g
2057,2057,1002010025,HUANUCO,AMBO,AMBO,SANTA ROSA DE UNGRO (MONTICUCHO),-10.13012,-76.21645,4g
2058,2058,1002010026,HUANUCO,AMBO,AMBO,CHASQUI,-10.14994,-76.19098,4g
2059,2059,1002010031,HUANUCO,AMBO,AMBO,HUAYLLA,-10.15003,-76.18958,4g
2060,2060,1002010067,HUANUCO,AMBO,AMBO,PEDREGAL,-10.16159333,-76.18762,2g
2061,2061,1008040021,HUANUCO,PACHITEA,UMARI,GOYAR PUNTA,-9.86207,-76.00342,3g
2062,2062,1008040025,HUANUCO,PACHITEA,UMARI,CHINCHINGA,-9.86317,-76.04834,4g
2063,2063,1008040026,HUANUCO,PACHITEA,UMARI,SHALLA,-9.86563,-76.01828,4g
2064,2064,1008040027,HUANUCO,PACHITEA,UMARI,WILLCA,-9.85955,-75.97927,4g
2065,2065,1008040030,HUANUCO,PACHITEA,UMARI,SANTO TORIBIO LA PUNTA,-9.87316,-76.02808,4g
2066,2066,1008040032,HUANUCO,PACHITEA,UMARI,CHACHASPATA,-9.86938,-76.04679,4g
