,nro,ubigeo,region,provincia,distrito,centro_poblado,lat,lon,tecnologia
3466,3465,1309020046,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,PISHAULI,-7.80904,-77.86939,3g
3467,3466,1309020055,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,LA BANDA,-7.8387109,-77.87525,4g
3468,3467,1309060023,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,CHUGURBAMBA,-7.74436,-78.16664,3g
3469,3468,1309060028,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,LLUR,-7.76518,-78.15351,4g
3470,3469,1309060029,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,LA LUCUMA,-7.77328,-78.14942,4g
3471,3470,1309060030,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,SUNCHUQUINO,-7.77597,-78.1575,3g
3472,3471,1312020052,LA LIBERTAD,VIRU,CHAO,SECTOR CORONADO,-8.53146,-78.68192,4g
3473,3472,1310060001,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,-8.001325772,-78.30884885,4g
3474,3473,1402060009,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,RAMA SOLTIN DERECHO,-6.637961667,-79.810605,2g
3475,3474,1403060094,LAMBAYEQUE,LAMBAYEQUE,MORROPE,INNECHE,-6.50996,-80.04237,3g
3476,3475,1403060095,LAMBAYEQUE,LAMBAYEQUE,MORROPE,KILOMETRO 848,-6.436040187,-80.16568584,3g
3477,3476,1403070001,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,-6.154535732,-79.71709025,4g
3478,3477,1403070003,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CRUZ VERDE,-6.1154,-79.71426,3g
3479,3478,1403070013,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ARROZAL,-6.10899,-79.66795,3g
3480,3479,1403070014,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOLINO DEL CARMEN,-6.12404,-79.66872,3g
3481,3480,1403070018,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PALO BLANCO,-6.14196,-79.69548,3g
3482,3481,1403070019,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SONOLIPE,-6.15912,-79.69534,3g
3483,3482,1403070021,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL PAPAYO,-6.179315414,-79.69376857,3g
3484,3483,1403070033,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CRUCE SALAS,-6.30017,-79.75628,3g
3485,3484,1403070041,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,DESMOTADORA,-6.16323,-79.69905,3g
3486,3485,1403070049,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL AEROPUERTO,-6.09154,-79.703,3g
3487,3486,1403070050,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CHITARRA,-6.142313333,-79.713995,2g
3488,3487,1403070053,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CHANDUVI,-6.089017729,-79.7014596,2g
3489,3488,1403070054,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ALTO PERU,-6.10419,-79.65814,3g
3490,3489,1403080001,LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,-5.988265415,-79.74730773,4g
3491,3490,1401120023,LAMBAYEQUE,CHICLAYO,PIMENTEL,HACIENDA NUEVA,-6.800398333,-79.89025667,3g
3492,3491,1401120024,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA JOYITA,-6.80483866,-79.88104813,2g
3493,3492,1401120025,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA HERMITA,-6.8064503,-79.89147,3g
3494,3493,1401120026,LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN CARLOS,-6.80789,-79.89791,3g
3495,3494,1401120027,LAMBAYEQUE,CHICLAYO,PIMENTEL,LAS PAMPAS SUR,-6.81787,-79.89633,3g
3496,3495,1403010001,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.704094154,-79.90622079,4g
3497,3496,1403010018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PUNTO NUEVE EL ARBUSTO,-6.66339,-79.91296,3g
3498,3497,1403010019,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN MIGUEL,-6.66917,-79.90071,3g
3499,3498,1403010020,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CADAPE,-6.673314205,-79.87865855,2g
3500,3499,1403010024,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,FAICALITO,-6.6858677,-79.8744,3g
3501,3500,1403010025,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCCE ANTIGUO,-6.68614,-79.90544,4g
3502,3501,1403010027,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,YENCALA BOGGIANO,-6.68921,-79.92819,3g
3503,3502,1403010028,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN ROMUALDO,-6.705883352,-79.9394975,2g
3504,3503,1403010044,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SANTO TOMAS,-6.730585125,-79.89548121,2g
3505,3504,1403010049,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,YENCALA BOGGIANO GUAYABO,-6.6938957,-79.93954,3g
3506,3505,1403010055,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAUSAL RURAL,-6.692340473,-79.91039703,3g
3507,3506,1403010056,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LA VIRGEN,-6.710535385,-79.90598402,4g
3508,3507,1403010061,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE VIEJO,-6.70241662,-79.94296619,2g
3509,3508,1401010001,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,-6.771570439,-79.83885893,4g
3510,3509,1401020001,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,-6.64311951,-79.38526938,4g
3511,3510,1401020009,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LAS COLMENAS,-6.61658,-79.4081,4g
3512,3511,1401020013,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,TIERRAS BLANCAS,-6.62627,-79.413,3g
3513,3512,1401020014,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,JUANA RIOS,-6.62854,-79.40655,4g
3514,3513,1401020018,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PIEDRA PARADA,-6.63767,-79.41234,4g
3515,3514,1401020021,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,GUAYAQUIL,-6.643523333,-79.39742167,4g
3516,3515,1401020023,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,SANTA ROSA,-6.6551201,-79.37677,3g
3517,3516,1401020035,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,SAN MARTIN,-6.68317,-79.46627,4g
3518,3517,1401020045,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PAMPA GRANDE,-6.745298758,-79.47872389,4g
3519,3518,1401020048,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LA PARRA,-6.663873333,-79.37898,3g
3520,3519,1403060089,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN SEBASTIAN,-6.517995669,-80.01274407,3g
3521,3520,1403060090,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CRUCE CARACUCHO,-6.48232,-79.95679,4g
3522,3521,1403060092,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ELENA,-6.52351,-79.95206,4g
3523,3522,1401120028,LAMBAYEQUE,CHICLAYO,PIMENTEL,PALO ROJO,-6.81671,-79.90424,4g
3524,3523,1401120031,LAMBAYEQUE,CHICLAYO,PIMENTEL,LOS PINOS,-6.823806667,-79.903785,4g
3525,3524,1401120032,LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN LORENZO,-6.82287,-79.92047,3g
3526,3525,1401120034,LAMBAYEQUE,CHICLAYO,PIMENTEL,LAS PAMPAS DE PIMENTEL,-6.83278,-79.91773,3g
3527,3526,1401120035,LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN SIMON,-6.77248,-79.88239,4g
3528,3527,1401120036,LAMBAYEQUE,CHICLAYO,PIMENTEL,SANTA JULIA,-6.7857,-79.88646,4g
3529,3528,1401120037,LAMBAYEQUE,CHICLAYO,PIMENTEL,SAN LUIS,-6.7731,-79.8864,3g
3530,3529,1401120038,LAMBAYEQUE,CHICLAYO,PIMENTEL,EL HIGO,-6.77746,-79.90039,3g
3531,3530,1401120041,LAMBAYEQUE,CHICLAYO,PIMENTEL,EL CUARTEL,-6.81001,-79.9038,4g
3532,3531,1401120042,LAMBAYEQUE,CHICLAYO,PIMENTEL,EL PARRAL,-6.81683,-79.896945,2g
3533,3532,1401130001,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,-6.865269907,-79.8187083,4g
3534,3533,1401130002,LAMBAYEQUE,CHICLAYO,REQUE,LAS CASUARINAS,-6.86633,-79.82465167,4g
3535,3534,1401130003,LAMBAYEQUE,CHICLAYO,REQUE,LA CAPILLA,-6.86617,-79.80664,3g
3536,3535,1401130012,LAMBAYEQUE,CHICLAYO,REQUE,LA CLAKE,-6.86933,-79.81277,4g
3537,3536,1401130013,LAMBAYEQUE,CHICLAYO,REQUE,RAMA REPEPTOR,-6.86854,-79.82856,3g
3538,3537,1401130014,LAMBAYEQUE,CHICLAYO,REQUE,MIRAFLORES,-6.888466667,-79.83271667,4g
3539,3538,1401130015,LAMBAYEQUE,CHICLAYO,REQUE,LAS DELICIAS,-6.88465,-79.82044,4g
3540,3539,1401130016,LAMBAYEQUE,CHICLAYO,REQUE,NUEVO REQUE,-6.87999,-79.81552,4g
3541,3540,1401130017,LAMBAYEQUE,CHICLAYO,REQUE,MAGNAL,-6.86842,-79.82312,3g
3542,3541,1401140001,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,-6.879259475,-79.92243455,4g
3543,3542,1401140002,LAMBAYEQUE,CHICLAYO,SANTA ROSA,LAGUNA GRANDE,-6.863203915,-79.91528704,3g
3544,3543,1401140003,LAMBAYEQUE,CHICLAYO,SANTA ROSA,MONTE SECO,-6.870686,-79.90828,4g
3545,3544,1401140004,LAMBAYEQUE,CHICLAYO,SANTA ROSA,LOS LAURELES,-6.8730533,-79.91261,4g
3546,3545,1401150001,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,-6.924014033,-79.5836667,4g
3547,3546,1401150002,LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,-6.81318334,-79.6382356,4g
3548,3547,1401150003,LAMBAYEQUE,CHICLAYO,SAÑA,LA MARIPOSA,-6.81231,-79.63383,4g
3549,3548,1401150005,LAMBAYEQUE,CHICLAYO,SAÑA,HUACA RAJADA,-6.79841,-79.60195,3g
3550,3549,1401150010,LAMBAYEQUE,CHICLAYO,SAÑA,CAMINOS DEL INCA,-6.899748333,-79.5916,2g
3551,3550,1401150011,LAMBAYEQUE,CHICLAYO,SAÑA,SALITRAL,-6.92777,-79.57116,3g
3552,3551,1401150012,LAMBAYEQUE,CHICLAYO,SAÑA,SAN ANTONIO,-6.937283905,-79.60844432,2g
3553,3552,1401150027,LAMBAYEQUE,CHICLAYO,SAÑA,LA PUNTA,-6.8141548,-79.66446,3g
3554,3553,1403080051,LAMBAYEQUE,LAMBAYEQUE,OLMOS,SEQUION,-5.87133,-79.83552,4g
3555,3554,1403080061,LAMBAYEQUE,LAMBAYEQUE,OLMOS,VILUÑA,-5.86943,-79.82089,3g
3556,3555,1403080065,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LA ESTANCIA,-5.90121,-79.80339,4g
3557,3556,1403110001,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,SAN JOSE,-6.769307683,-79.96841639,4g
3558,3557,1403110013,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,FUNDO DALLORSO,-6.8036746,-79.94357,3g
3559,3558,1403120001,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,-6.509789664,-79.85941363,4g
3560,3559,1403120011,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TAYMI,-6.474271667,-79.88207833,2g
3561,3560,1403120015,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL CARMEN,-6.48904,-79.83512,3g
3562,3561,1403120016,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAPAME,-6.48766,-79.82791,3g
3563,3562,1403120017,LAMBAYEQUE,LAMBAYEQUE,TUCUME,MOYOCUPE,-6.48148,-79.8212,3g
3564,3563,1403120018,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SALINAS NORTE,-6.49445,-79.82841,3g
3565,3564,1403120019,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS SANCHEZ,-6.49624,-79.83286,3g
3566,3565,1403120020,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL PAVO,-6.49655,-79.82764,3g
3567,3566,1403120021,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA PAYESA,-6.49747,-79.83847,3g
3568,3567,1403120022,LAMBAYEQUE,LAMBAYEQUE,TUCUME,CRUZ BLANCA,-6.49794,-79.86807,3g
3569,3568,1403120024,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL HORCON,-6.49895,-79.87912,3g
3570,3569,1403120025,LAMBAYEQUE,LAMBAYEQUE,TUCUME,VERA (SANTOS VERA),-6.50225,-79.83312,3g
3571,3570,1403120026,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SALINAS CHANCAY (SALINAS SUR),-6.507339975,-79.82528999,3g
3572,3571,1403120027,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAN LUIS,-6.51011,-79.83158,3g
3573,3572,1403120028,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME VIEJO,-6.507599712,-79.83344778,3g
3574,3573,1403120029,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAN ANTONIO,-6.51038,-79.84257,3g
3575,3574,1403120032,LAMBAYEQUE,LAMBAYEQUE,TUCUME,NANCOLAM,-6.52098,-79.84938,3g
3576,3575,1403120045,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL ARENAL,-6.49869,-79.83457,3g
3577,3576,1501010001,LIMA,LIMA,LIMA,LIMA,-12.04597289,-77.03056746,4g
3578,3577,1310060051,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,TRES CRUCES,-8.01763,-78.29953,4g
3579,3578,1308010115,LA LIBERTAD,PATAZ,TAYABAMBA,SAN MATEO,-8.27889,-77.2805,4g
3580,3579,1310070001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,SANTA CRUZ DE CHUCA,-8.12012,-78.14234,4g
3581,3580,1311010001,LA LIBERTAD,GRAN CHIMU,CASCAS,CASCAS,-7.479475383,-78.8194301,4g
3582,3581,1403010064,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MARIA CRUZ,-6.730803936,-79.89927667,2g
3583,3582,1403020002,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,PAMPA DE LA AVIACION,-6.11877,-79.65536,3g
3584,3583,1403020003,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,GONZALES,-6.13322,-79.65546,3g
3585,3584,1309060065,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,MALCACHUGO,-7.758017464,-78.14037813,4g
3586,3585,1309060066,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,CHIRCUCHO,-7.76034,-78.14419,4g
3587,3586,1309070012,LA LIBERTAD,SANCHEZ CARRION,SARIN,CERRO GRANDE,-7.87297,-77.90855,4g
3588,3587,1309070014,LA LIBERTAD,SANCHEZ CARRION,SARIN,CEBADAPAMPA,-7.88864,-77.90977,4g
3589,3588,1309070016,LA LIBERTAD,SANCHEZ CARRION,SARIN,CHICHIPATA,-7.87502,-77.91789,3g
3590,3589,1309070018,LA LIBERTAD,SANCHEZ CARRION,SARIN,MOYAN,-7.880553333,-77.92163333,4g
3591,3590,1401020051,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,JACOBITA,-6.76406,-79.48873,3g
3592,3591,1310010001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,-8.145373448,-78.17326276,4g
3593,3592,1310010004,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,URUMACA,-8.12656,-78.1663,4g
3594,3593,1310010009,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,CUNGUAY,-8.16684,-78.17952,4g
3595,3594,1401150031,LAMBAYEQUE,CHICLAYO,SAÑA,MEDIO MUNDO,-6.90564,-79.59296,3g
3596,3595,1401150034,LAMBAYEQUE,CHICLAYO,SAÑA,SANTA MARIA,-6.9377067,-79.57666,3g
3597,3596,1501090007,LIMA,LIMA,CIENEGUILLA,SAN FRANCISCO,-12.06484,-76.75109,3g
3598,3597,1501100001,LIMA,LIMA,COMAS,LA LIBERTAD,-11.95711114,-77.04986483,4g
3599,3598,1501110001,LIMA,LIMA,EL AGUSTINO,EL AGUSTINO,-12.04998154,-76.9987199,4g
3600,3599,1501120001,LIMA,LIMA,INDEPENDENCIA,INDEPENDENCIA,-11.99679056,-77.05481866,4g
3601,3600,1403020008,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CAIHUA,-6.14537,-79.670575,3g
3602,3601,1403020010,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,LA RINCONADA (LINDERO),-6.14626,-79.68045,3g
3603,3602,1403020011,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,PARRANAL,-6.14828,-79.67417,3g
3604,3603,1403030001,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,-6.47423408,-79.85516631,4g
3605,3604,1403030002,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN ISIDRO,-6.457030769,-79.88390787,3g
3606,3605,1403030003,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN PEDRO DE SASAPE,-6.459883333,-79.88139833,3g
3607,3606,1403030004,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LAS JUNTAS,-6.45166,-79.8578,4g
3608,3607,1403030007,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SEQUION ALTO,-6.4592104,-79.88574,3g
3609,3608,1403030009,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,COLOCHE,-6.45321,-79.86542,4g
3610,3609,1403030010,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JUAN,-6.468265,-79.87562,2g
3611,3610,1403030011,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON BAJO,-6.46163,-79.85576,4g
3612,3611,1403030012,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON ALTO,-6.46784,-79.83417,3g
3613,3612,1403030013,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,HUACA DE PIEDRA,-6.4676,-79.83859,3g
3614,3613,1403030014,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JORGE,-6.474788333,-79.83441833,3g
3615,3614,1403030015,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,HUACA DE RICO,-6.46847,-79.86058167,3g
3616,3615,1403030018,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAJINERO,-6.47191,-79.85925,3g
3617,3616,1403030019,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CRUZ VERDE,-6.474951667,-79.84161833,3g
3618,3617,1403030020,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAPAME,-6.47914,-79.82239,4g
3619,3618,1403030021,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,TORROMOTAL,-6.47485,-79.83465,3g
3620,3619,1403030022,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LATINA,-6.480153333,-79.85506667,4g
3621,3620,1403030023,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LA IGLESIA,-6.48781,-79.84573,3g
3622,3621,1403040001,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,-6.392204438,-79.82282912,4g
3623,3622,1403040006,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUERTO RICO,-6.31295,-79.76065,4g
3624,3623,1403040007,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN PABLO,-6.3333818,-79.76258,4g
3625,3624,1403040008,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LADRILLERA EL MANGO,-6.34275,-79.77254,4g
3626,3625,1403040009,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN CARRANCO,-6.33358,-79.76773,4g
3627,3626,1403040010,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MIRADOR,-6.36644,-79.79194,3g
3628,3627,1403040011,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAHUIDE,-6.37083,-79.80253,3g
3629,3628,1403040013,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VILLA SAN JUAN,-6.37436,-79.80256,3g
3630,3629,1403040016,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL PINTOR,-6.38084,-79.82561,3g
3631,3630,1403040017,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL ARENAL,-6.39428,-79.83014,3g
3632,3631,1403040021,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,ACHOTAL,-6.4037697,-79.79954,3g
3633,3632,1401020057,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LA CAIDA,-6.62199,-79.4102,4g
3634,3633,1401020060,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LA PUNTILLA,-6.743069009,-79.49431648,3g
3635,3634,1401030001,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,-6.907487579,-79.86281121,4g
3636,3635,1401030002,LAMBAYEQUE,CHICLAYO,ETEN,CASCAJALES,-6.89351,-79.84421,3g
3637,3636,1401030007,LAMBAYEQUE,CHICLAYO,ETEN,CIENEGO,-6.915865,-79.85111667,3g
3638,3637,1401030008,LAMBAYEQUE,CHICLAYO,ETEN,MATACABALLO,-6.910131667,-79.86996,3g
3639,3638,1401030009,LAMBAYEQUE,CHICLAYO,ETEN,CHICLAYO,-6.9078475,-79.8546,4g
3640,3639,1401040001,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,ETEN PUERTO,-6.925504962,-79.86622582,4g
3641,3640,1401050001,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,-6.760411032,-79.83444752,4g
3642,3641,1401050006,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,SANTO TOMAS,-6.73343,-79.84139,3g
3643,3642,1401060001,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,-6.795011163,-79.84458261,4g
3644,3643,1401060006,LAMBAYEQUE,CHICLAYO,LA VICTORIA,CHACUPE ALTO,-6.816881332,-79.85380103,4g
3645,3644,1401060011,LAMBAYEQUE,CHICLAYO,LA VICTORIA,HUACA CHACUPE,-6.812630081,-79.85648275,3g
3646,3645,1401060013,LAMBAYEQUE,CHICLAYO,LA VICTORIA,HUACA DE LA CRUZ,-6.8412828,-79.85227,3g
3647,3646,1401060014,LAMBAYEQUE,CHICLAYO,LA VICTORIA,CUYATE,-6.8393303,-79.86294,3g
3648,3647,1401060015,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA LADRILLERA,-6.80856,-79.85579,4g
3649,3648,1401060018,LAMBAYEQUE,CHICLAYO,LA VICTORIA,MEDIANERO,-6.83077,-79.84651,3g
3650,3649,1401060023,LAMBAYEQUE,CHICLAYO,LA VICTORIA,RAMA JARRIN,-6.82544,-79.84171,3g
3651,3650,1401060028,LAMBAYEQUE,CHICLAYO,LA VICTORIA,SAGRADO CORAZON DE JESUS,-6.80389,-79.85438,4g
3652,3651,1401060029,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LOS MANGOS,-6.805969975,-79.86076999,4g
3653,3652,1401060030,LAMBAYEQUE,CHICLAYO,LA VICTORIA,YACULCHIQUE ALTO,-6.83448,-79.85274,3g
3654,3653,1401070001,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,-6.991157938,-79.62228212,4g
3655,3654,1401070002,LAMBAYEQUE,CHICLAYO,LAGUNAS,LINDERO DE CHILCAL,-6.9692,-79.62885,3g
3656,3655,1401070005,LAMBAYEQUE,CHICLAYO,LAGUNAS,EL MAMEY,-6.975967,-79.617028,3g
3657,3656,1401070006,LAMBAYEQUE,CHICLAYO,LAGUNAS,SANTA ROSA,-6.98467,-79.62765,4g
3658,3657,1401070007,LAMBAYEQUE,CHICLAYO,LAGUNAS,NUEVO MOCUPE,-6.9787,-79.64851,4g
3659,3658,1401070008,LAMBAYEQUE,CHICLAYO,LAGUNAS,MANCO CAPAC II,-6.98981,-79.64426,3g
3660,3659,1401070009,LAMBAYEQUE,CHICLAYO,LAGUNAS,EL HUABO,-7.002699975,-79.63567999,3g
3661,3660,1401070010,LAMBAYEQUE,CHICLAYO,LAGUNAS,PUEBLO LIBRE,-6.994105,-79.664622,2g
3662,3661,1401070013,LAMBAYEQUE,CHICLAYO,LAGUNAS,EL AGROPECUARIO,-7.014128,-79.606212,4g
3663,3662,1401160001,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,-6.892233,-79.56211446,4g
3664,3663,1401160004,LAMBAYEQUE,CHICLAYO,CAYALTI,TAIME ALTO,-6.87881,-79.55995,3g
3665,3664,1401160015,LAMBAYEQUE,CHICLAYO,CAYALTI,CHACARILLA,-6.90231,-79.56748,3g
3666,3665,1401160023,LAMBAYEQUE,CHICLAYO,CAYALTI,BARRIO ALTOS,-6.88219,-79.57008,3g
3667,3666,1401170001,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,-6.73804068,-79.63915087,4g
3668,3667,1401170002,LAMBAYEQUE,CHICLAYO,PATAPO,POSOPE BAJO,-6.721469975,-79.65490999,4g
3669,3668,1401170003,LAMBAYEQUE,CHICLAYO,PATAPO,LA RAPIDA,-6.72879,-79.64795333,3g
3670,3669,1401170004,LAMBAYEQUE,CHICLAYO,PATAPO,PUENTE BATANGRANDE ANTIGUO,-6.72717,-79.65052,3g
3671,3670,1401170005,LAMBAYEQUE,CHICLAYO,PATAPO,CRUCE BATANGRANDE,-6.730006667,-79.65159167,3g
3672,3671,1401170006,LAMBAYEQUE,CHICLAYO,PATAPO,CONCHUCOS,-6.733,-79.65357,4g
3673,3672,1401170007,LAMBAYEQUE,CHICLAYO,PATAPO,LA CONCORDIA,-6.734425,-79.65121,3g
3674,3673,1401170013,LAMBAYEQUE,CHICLAYO,PATAPO,LA PUNTILLA,-6.74361,-79.50149,3g
3675,3674,1401170016,LAMBAYEQUE,CHICLAYO,PATAPO,POZO 14,-6.747208333,-79.61612167,3g
3676,3675,1401170019,LAMBAYEQUE,CHICLAYO,PATAPO,MIRADOR BAJO,-6.7423478,-79.63822,4g
3677,3676,1401170022,LAMBAYEQUE,CHICLAYO,PATAPO,PUENTE REGALADO,-6.767178333,-79.61266833,3g
3678,3677,1401170025,LAMBAYEQUE,CHICLAYO,PATAPO,POZO 10,-6.7414078,-79.6119,3g
3679,3678,1401170030,LAMBAYEQUE,CHICLAYO,PATAPO,CHASCARRAPE,-6.74411,-79.63839,4g
3680,3679,1401180001,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,-6.767895638,-79.78145397,4g
3681,3680,1401180005,LAMBAYEQUE,CHICLAYO,POMALCA,INVERNILLO,-6.75891,-79.78113,3g
